,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
17781,1,0,4.2,100,87,20,1218,1000.0,5004
17782,1,0,3.7,349,62,20,1379,600.0,5004
17783,1,0,4.2,253,87,62,1585,450.0,5004
17784,1,0,3.7,67,5,20,1192,500.0,5004
17785,1,1,4.2,476,15,20,1268,1700.0,5004
17786,1,0,4.2,136,15,20,160,1500.0,5004
17787,1,0,4.1,444,52,20,522,600.0,5004
17788,1,0,3.9,61,5,69,1117,100.0,1963
17789,1,0,4.1,398,15,20,542,600.0,5004
17790,0,0,3.1,49,52,41,1582,800.0,5004
17791,1,1,3.8,280,60,20,1527,1200.0,5004
17792,0,0,2.6,30,52,62,917,500.0,5004
17793,1,0,3.7,50,51,20,1550,750.0,5004
17794,1,0,3.8,571,67,20,563,800.0,5004
17795,1,1,3.9,675,62,20,1292,900.0,5004
17796,1,0,3.7,101,60,20,610,500.0,5004
17797,1,0,3.1,94,60,20,1198,500.0,5004
17798,1,1,4.0,457,15,20,602,1000.0,5004
17799,1,0,3.8,149,62,20,519,700.0,5004
17800,1,1,4.1,532,67,20,1084,1000.0,5004
17801,1,1,4.0,380,15,20,1239,850.0,5004
17802,1,1,4.0,672,67,20,1152,900.0,5004
17803,1,0,3.8,177,72,62,233,300.0,5004
17804,1,1,4.1,426,62,20,1533,1100.0,5004
17805,1,0,3.7,212,56,20,1412,900.0,5004
17806,0,1,4.3,592,67,20,1152,1200.0,5004
17807,0,1,4.2,174,67,20,1486,1200.0,5004
17808,0,1,4.3,854,62,20,1462,800.0,5004
17809,0,1,4.3,354,67,20,1002,1400.0,5004
17810,0,0,4.0,471,70,20,1152,600.0,5004
17811,1,1,4.6,514,72,20,1090,1000.0,5004
17812,1,1,3.7,56,62,20,1535,900.0,5004
17813,0,0,2.5,60,67,20,70,750.0,5004
17814,0,0,3.8,53,61,20,1192,750.0,5004
17815,0,0,4.1,184,72,20,659,800.0,5004
17816,1,1,4.1,289,67,20,1240,800.0,5004
17817,1,0,3.7,46,61,20,1543,1000.0,5004
17818,1,0,4.1,196,69,62,1075,300.0,5004
17819,0,0,2.7,268,52,41,1461,500.0,5004
17820,1,0,3.7,168,56,13,488,700.0,5004
17821,1,0,3.9,86,61,5,721,1500.0,5004
17822,1,0,4.2,1731,52,57,537,1400.0,5004
17823,0,0,3.9,83,72,20,251,650.0,5004
17824,1,1,3.8,91,15,20,1425,1800.0,5004
17825,1,0,4.1,289,62,72,1461,600.0,4133
17826,0,0,4.2,217,52,0,179,400.0,5004
17827,1,0,3.8,87,52,2,179,400.0,587
17828,0,0,3.9,107,52,30,787,250.0,5004
17829,1,0,4.2,287,52,17,781,700.0,2596
17830,0,0,4.3,188,52,30,947,200.0,5004
17831,0,0,3.9,132,52,0,186,250.0,5004
17832,1,0,4.3,124,52,69,1117,250.0,5004
17833,1,0,4.1,196,52,30,771,300.0,1591
17834,1,0,3.9,89,52,30,949,500.0,2273
17835,1,0,3.9,359,52,41,765,300.0,2063
17836,1,0,3.7,104,52,11,776,400.0,2512
17837,1,0,4.1,142,52,30,952,400.0,351
17838,1,0,4.0,165,52,30,790,400.0,601
17839,0,0,4.1,81,52,30,945,100.0,5004
17840,0,0,4.1,96,52,41,212,250.0,5004
17841,0,0,3.8,51,52,30,946,200.0,5004
17842,1,0,3.9,130,52,41,180,450.0,2907
17843,1,0,4.3,722,67,14,348,400.0,1563
17844,0,0,4.3,90,67,13,397,800.0,5004
17845,1,0,4.4,403,72,30,952,400.0,4524
17846,1,0,3.9,111,72,30,777,400.0,3697
17847,0,0,4.2,59,70,30,788,1250.0,5004
17848,0,0,4.1,184,72,20,659,800.0,5004
17849,0,0,4.8,1156,62,0,179,200.0,5004
17850,1,1,4.3,355,5,22,1464,600.0,2219
17851,1,0,4.0,629,61,35,775,450.0,4117
17852,0,0,4.3,236,61,30,765,500.0,5004
17853,1,0,4.0,154,62,30,945,500.0,4471
17854,0,1,4.3,1143,52,20,1412,1100.0,5004
17855,0,1,4.1,4767,52,49,1016,2600.0,5004
17856,1,1,4.9,1940,52,20,1371,2000.0,2179
17857,0,1,4.3,950,52,37,1292,2000.0,5004
17858,0,1,4.7,1316,52,20,161,1300.0,5004
17859,0,1,4.2,563,52,37,1069,2500.0,5004
17860,1,1,4.1,469,52,21,1363,1200.0,3480
17861,1,1,4.5,1150,52,20,519,1700.0,4924
17862,1,1,4.8,6433,52,21,40,1400.0,411
17863,1,0,4.1,935,52,20,1132,700.0,2862
17864,1,0,4.5,785,52,20,1676,1000.0,4449
17865,1,0,4.2,1731,52,57,537,1400.0,3315
17866,1,1,4.3,1099,52,20,1007,1500.0,1320
17867,0,0,4.1,213,52,20,260,800.0,5004
17868,1,1,4.0,610,52,20,1152,1000.0,4990
17869,0,0,4.0,775,52,46,964,1400.0,5004
17870,0,1,4.0,1070,52,20,1192,950.0,5004
17871,1,0,4.0,69,52,13,330,500.0,1027
17872,1,0,4.1,272,52,13,402,600.0,4954
17873,1,1,4.1,662,52,5,885,1100.0,2246
17874,0,1,4.0,568,52,20,1412,1000.0,5004
17875,0,0,4.2,485,52,20,1371,1500.0,5004
17876,0,0,4.2,608,52,20,590,500.0,5004
17877,1,0,4.1,444,52,20,522,600.0,4732
17878,1,0,4.1,308,52,20,1485,1200.0,4593
17879,1,0,4.3,127,52,62,1543,100.0,414
17880,0,0,4.1,730,52,57,901,1500.0,5004
17881,1,0,3.8,323,52,20,1204,650.0,532
17882,0,0,3.8,409,52,20,1443,700.0,5004
17883,0,0,3.9,115,52,20,563,500.0,5004
17884,1,0,4.2,504,52,13,492,500.0,4391
17885,0,1,4.2,244,52,37,979,2500.0,5004
17886,0,1,4.1,401,52,46,716,1500.0,5004
17887,1,0,4.2,287,52,17,781,700.0,2596
17888,0,0,4.1,1187,52,20,805,1500.0,5004
17889,1,0,3.9,81,52,20,1603,600.0,1087
17890,1,0,2.7,82,52,20,1595,400.0,3211
17891,0,1,3.7,96,52,4,882,1100.0,5004
17892,1,0,2.8,340,52,20,1470,750.0,4884
17893,1,1,4.2,166,52,20,1411,1100.0,194
17894,1,0,3.8,86,52,20,1027,600.0,3264
17895,1,0,4.1,327,52,51,1543,150.0,5004
17896,0,1,3.7,77,52,5,622,2000.0,5004
17897,1,0,3.9,250,52,13,453,400.0,3981
17898,1,0,3.9,72,52,13,423,500.0,529
17899,0,0,3.7,175,52,20,602,600.0,5004
17900,1,0,2.7,61,52,20,1274,800.0,5004
17901,0,0,2.8,81,52,20,1593,600.0,5004
17902,0,0,3.9,282,52,62,1543,250.0,5004
17903,1,0,4.7,4408,52,62,1543,150.0,731
17904,1,0,4.0,1192,52,62,1585,250.0,3537
17905,0,0,4.3,354,52,62,1547,300.0,5004
17906,1,0,4.1,133,52,62,1573,250.0,2948
17907,1,0,4.0,71,52,62,1583,300.0,3927
17908,0,0,3.8,76,52,62,1543,200.0,5004
17909,0,0,4.2,600,52,62,1585,200.0,5004
17910,1,0,4.0,340,52,62,591,350.0,2431
17911,0,0,4.1,748,52,62,1543,150.0,5004
17912,1,0,4.0,172,52,62,1607,300.0,1199
17913,1,0,4.0,192,52,62,320,400.0,178
17914,0,0,4.1,534,52,62,1614,800.0,5004
17915,0,0,4.2,124,52,41,1108,400.0,5004
17916,1,0,3.5,250,52,62,1231,300.0,3671
17917,0,0,4.2,62,52,62,1581,350.0,5004
17918,0,0,4.0,212,52,62,1152,250.0,5004
17919,1,0,4.0,633,52,62,321,600.0,4889
17920,1,0,4.0,377,52,62,1470,400.0,3091
17921,0,0,3.1,116,52,41,1447,600.0,5004
17922,1,0,3.9,461,52,62,550,200.0,2208
17923,1,0,4.0,151,52,62,827,500.0,5004
17924,0,0,4.2,61,52,62,1624,200.0,5004
17925,0,0,4.0,52,52,62,863,250.0,5004
17926,1,0,3.9,112,52,62,1632,200.0,3038
17927,0,0,2.9,57,52,62,1152,300.0,5004
17928,1,0,3.7,89,52,41,1238,500.0,4709
17929,1,0,4.0,58,52,41,1452,300.0,302
17930,1,0,3.7,100,52,62,1192,400.0,254
17931,0,0,3.9,47,52,62,1066,300.0,5004
17932,1,0,3.4,62,52,41,1543,500.0,3334
17933,1,0,3.8,120,52,63,817,300.0,5004
17934,0,0,4.2,471,52,62,1624,100.0,5004
17935,1,0,4.2,466,52,41,1543,300.0,49
17936,1,0,3.9,291,52,63,1586,300.0,3924
17937,1,0,2.7,72,52,41,1356,550.0,3601
17938,1,0,4.0,165,52,30,790,400.0,601
17939,1,0,2.4,71,52,67,930,500.0,3197
17940,0,0,3.1,49,52,41,1582,800.0,5004
17941,0,0,2.6,30,52,62,917,500.0,5004
17942,0,0,2.8,42,52,9,1017,150.0,5004
17943,0,0,2.7,268,52,41,1461,500.0,5004
17944,0,0,4.4,2127,67,20,1412,1200.0,5004
17945,0,1,4.3,592,67,20,1152,1200.0,5004
17946,0,1,4.2,174,67,20,1486,1200.0,5004
17947,0,1,4.2,371,70,37,1293,2400.0,5004
17948,1,1,4.6,514,72,20,1090,1000.0,1281
17949,1,0,3.8,571,67,20,563,800.0,2630
17950,0,1,4.1,309,70,37,1313,4100.0,5004
17951,0,1,4.2,358,72,20,1218,1500.0,5004
17952,0,0,3.9,629,70,27,876,2000.0,5004
17953,1,1,4.0,672,67,20,1152,900.0,5004
17954,0,1,4.3,413,70,37,1371,5000.0,5004
17955,0,0,4.3,90,67,13,397,800.0,5004
17956,0,1,4.3,354,67,20,1002,1400.0,5004
17957,0,1,4.0,344,72,37,737,3000.0,5004
17958,0,0,4.1,179,72,6,883,3000.0,5004
17959,0,0,3.9,481,67,27,876,1500.0,5004
17960,0,1,4.3,476,67,13,362,1000.0,5004
17961,1,1,4.1,532,67,20,1084,1000.0,2925
17962,0,1,4.3,202,70,37,1543,4000.0,5004
17963,0,0,3.8,273,72,46,661,2200.0,5004
17964,0,1,4.2,258,67,20,1125,1800.0,5004
17965,0,1,4.3,291,70,37,1152,4000.0,5004
17966,0,1,4.1,432,72,20,1039,1200.0,5004
17967,1,1,4.1,289,67,20,1240,800.0,4917
17968,0,0,4.0,149,72,20,1439,700.0,5004
17969,0,0,4.0,471,70,20,1152,600.0,5004
17970,0,1,4.0,207,72,37,1010,2200.0,5004
17971,0,1,4.1,187,70,4,797,2500.0,5004
17972,0,0,4.1,62,72,20,1419,450.0,5004
17973,0,0,3.9,83,72,20,251,650.0,5004
17974,0,1,4.0,134,72,37,1347,3700.0,5004
17975,1,0,3.9,134,67,20,608,700.0,4834
17976,1,0,4.0,280,72,20,1290,600.0,4539
17977,0,0,2.5,60,67,20,70,750.0,5004
17978,1,0,4.0,152,72,20,1152,600.0,539
17979,0,0,4.1,184,72,20,659,800.0,5004
17980,1,0,4.5,96,72,62,1543,300.0,3653
17981,1,0,4.3,84,72,62,1543,200.0,3219
17982,1,0,3.8,177,72,62,233,300.0,5004
17983,0,0,3.9,46,67,62,1557,200.0,5004
17984,1,0,3.9,86,72,62,864,200.0,5004
17985,1,0,3.7,594,72,62,873,250.0,4619
17986,0,1,4.3,1042,62,5,889,1650.0,5004
17987,1,1,4.6,2315,62,21,721,1100.0,1496
17988,0,0,4.5,3953,61,21,1480,1300.0,5004
17989,0,0,4.3,678,62,20,1543,400.0,5004
17990,0,1,4.5,2711,56,60,686,1200.0,5004
17991,0,1,4.5,409,61,20,1292,1200.0,5004
17992,1,1,4.3,355,5,22,1464,600.0,2218
17993,0,0,4.3,813,62,20,1285,600.0,5004
17994,0,1,4.3,854,62,20,1462,800.0,5004
17995,1,0,4.2,418,56,20,521,700.0,1293
17996,0,1,4.2,168,61,5,622,1400.0,5004
17997,1,1,4.3,1033,61,20,1419,850.0,1853
17998,0,0,3.9,156,87,62,1419,300.0,5004
17999,1,1,3.9,675,62,20,1292,900.0,5004
18000,1,0,4.2,1440,56,13,457,650.0,2400
18001,1,1,4.1,426,62,20,1533,1100.0,3339
18002,1,0,3.9,317,62,20,58,800.0,4618
18003,1,0,3.8,328,62,20,1596,450.0,5004
18004,1,0,3.8,591,62,20,67,700.0,5004
18005,0,0,4.1,485,61,62,1543,400.0,5004
18006,1,0,4.1,500,62,20,1192,600.0,2591
18007,1,0,4.0,89,87,62,1056,300.0,3840
18008,0,0,3.7,81,62,20,1419,600.0,5004
18009,1,0,3.8,215,62,62,264,400.0,558
18010,1,0,3.4,589,62,20,68,600.0,3329
18011,1,1,3.7,56,62,20,1535,900.0,2711
18012,1,0,2.3,178,62,20,1280,500.0,5004
18013,1,0,4.0,397,62,62,1152,450.0,403
18014,0,0,3.6,68,62,62,1583,450.0,5004
18015,1,0,3.7,349,62,20,1379,600.0,5004
18016,0,0,3.8,53,61,20,1192,750.0,5004
18017,1,0,3.0,75,62,62,1558,300.0,5004
18018,1,0,3.8,209,62,62,550,450.0,5004
18019,0,1,4.5,2713,56,60,686,1200.0,5004
18020,0,1,4.1,4768,52,49,1016,2600.0,5004
18021,1,1,4.2,470,52,21,1363,1200.0,5004
18022,1,0,4.2,1731,52,57,537,1400.0,5004
18023,0,0,4.0,775,52,46,964,1400.0,5004
18024,1,1,4.1,662,52,5,885,1100.0,5004
18025,0,0,4.1,731,52,57,901,1500.0,5004
18026,0,1,4.1,402,52,46,716,1500.0,5004
18027,0,1,3.7,96,52,4,882,1100.0,5004
18028,0,1,3.7,77,52,5,622,2000.0,5004
18029,0,0,3.9,630,70,27,876,2000.0,5004
18030,0,0,4.1,181,72,6,883,3000.0,5004
18031,0,0,3.9,481,67,27,876,1500.0,5004
18032,0,0,3.8,273,72,46,661,2200.0,5004
18033,0,1,4.3,1058,62,5,889,1650.0,5004
18034,0,1,4.5,2713,56,60,686,1200.0,5004
18035,1,1,4.6,2338,62,21,721,1100.0,5004
18036,1,1,4.2,470,52,21,1363,1200.0,5004
18037,1,1,4.8,6440,52,21,40,1400.0,5004
18038,1,0,4.2,1731,52,57,537,1400.0,5004
18039,1,1,4.1,662,52,5,885,1100.0,5004
18040,0,0,4.1,731,52,57,901,1500.0,5004
18041,0,1,3.7,96,52,4,882,1100.0,5004
18042,0,1,3.7,77,52,5,622,2000.0,5004
18043,0,0,4.1,181,72,6,883,3000.0,5004
18044,0,1,4.1,187,70,4,797,2500.0,5004
18045,0,1,4.3,1058,62,5,889,1650.0,5004
18046,0,0,4.5,3960,61,21,1480,1300.0,5004
18047,0,1,4.2,167,61,5,622,1400.0,5004
18048,0,1,4.3,764,53,37,739,2500.0,5004
18049,1,1,4.6,5894,53,56,719,1400.0,5004
18050,0,1,4.4,730,53,60,724,1500.0,5004
18051,0,1,4.8,7284,53,21,1320,1500.0,5004
18052,0,1,4.8,12121,53,20,811,1600.0,5004
18053,0,1,4.8,3932,53,20,718,1300.0,5004
18054,0,1,4.7,7154,53,20,151,1400.0,5004
18055,0,1,4.5,1909,53,21,1365,1100.0,5004
18056,0,1,4.5,3486,53,20,1390,1300.0,5004
18057,1,1,4.4,1184,53,60,1224,1200.0,5004
18058,0,1,4.5,785,53,37,1305,2700.0,5004
18059,0,0,4.3,1370,53,20,1299,1000.0,5004
18060,0,1,4.3,1074,53,20,1321,1600.0,5004
18061,0,1,4.0,362,53,21,136,1500.0,5004
18062,0,1,3.9,866,53,5,1122,1500.0,5004
18063,1,1,4.2,344,53,20,168,1700.0,5004
18064,0,1,4.0,213,53,20,1292,1300.0,5004
18065,1,0,3.8,94,53,20,1268,750.0,5004
18066,0,0,3.9,63,53,20,1142,1000.0,5004
18067,0,1,2.6,62,53,21,1193,1000.0,5004
18068,0,0,2.6,118,53,21,1192,1200.0,5004
18069,1,1,4.4,978,9,22,1464,600.0,5004
18070,1,1,4.2,841,9,20,1162,700.0,5004
18071,1,1,3.8,832,9,21,1152,750.0,5004
18072,0,0,2.8,161,84,21,537,1200.0,5004
18073,0,0,2.9,51,84,20,1231,600.0,5004
18074,0,1,4.3,72,9,14,353,400.0,5004
18075,1,1,4.6,2906,53,22,1464,600.0,5004
18076,0,0,3.9,90,53,13,453,700.0,5004
18077,1,0,2.8,67,53,13,506,300.0,5004
18078,0,0,3.6,94,53,13,358,700.0,5004
18079,1,0,4.1,85,53,13,368,400.0,5004
18080,1,0,3.6,97,53,13,330,650.0,771
18081,1,0,4.1,825,9,13,504,300.0,267
18082,1,1,4.0,137,9,13,323,600.0,5004
18083,1,1,3.2,503,9,13,357,500.0,3799
18084,0,0,4.0,80,9,13,330,500.0,5004
18085,0,0,4.1,707,9,13,385,600.0,5004
18086,1,0,3.9,55,80,72,867,300.0,2094
18087,1,0,3.6,174,80,72,1052,400.0,3373
18088,1,0,3.8,604,53,29,1473,700.0,5004
18089,1,0,4.2,373,9,20,602,600.0,5004
18090,1,0,3.6,151,17,29,1000,450.0,5004
18091,1,0,3.8,798,53,29,1425,450.0,3911
18092,1,0,3.8,84,80,72,1514,250.0,925
18093,1,0,2.8,295,53,29,1192,500.0,5004
18094,1,1,4.2,841,9,20,1162,700.0,847
18095,1,0,4.5,157,53,62,1255,300.0,5004
18096,1,0,2.4,135,53,20,1192,600.0,5004
18097,1,0,3.5,69,9,20,1138,850.0,1440
18098,1,0,3.8,61,53,62,935,500.0,225
18099,1,0,3.8,759,53,20,1206,500.0,2966
18100,1,0,3.6,97,53,13,330,650.0,771
18101,1,0,3.8,70,9,9,212,400.0,3946
18102,1,0,3.7,163,53,29,1152,400.0,5004
18103,1,0,3.2,419,84,29,1323,500.0,3495
18104,1,0,4.0,234,10,29,233,650.0,1971
18105,1,0,3.7,242,53,62,1403,400.0,5004
18106,1,1,4.4,1810,53,20,556,800.0,5004
18107,1,0,3.4,313,53,62,1192,300.0,5004
18108,1,0,4.2,226,9,69,1117,400.0,4178
18109,1,0,2.4,172,53,62,1470,400.0,3097
18110,1,0,3.2,220,53,62,1543,450.0,5004
18111,1,0,3.6,348,53,20,93,1000.0,5004
18112,1,1,3.4,153,53,20,1192,800.0,5004
18113,1,0,3.0,401,9,62,827,500.0,5004
18114,1,0,4.0,173,53,62,815,400.0,5004
18115,1,0,3.9,94,53,62,938,300.0,5004
18116,1,0,3.8,94,53,9,819,250.0,5004
18117,1,0,3.7,53,84,29,1152,350.0,5004
18118,1,0,4.6,121,53,11,212,400.0,5004
18119,1,0,4.0,97,53,62,1205,400.0,4307
18120,1,0,2.6,159,53,62,1152,300.0,2420
18121,1,0,2.6,346,53,20,943,700.0,2533
18122,1,0,4.0,312,53,62,1624,150.0,627
18123,1,0,3.2,155,53,20,197,600.0,1500
18124,1,0,3.9,1994,53,20,236,800.0,1813
18125,1,0,3.3,228,53,62,1264,250.0,1094
18126,1,0,3.1,217,53,20,599,650.0,4343
18127,1,0,3.3,71,53,12,226,250.0,2134
18128,1,0,4.1,519,53,30,788,500.0,2254
18129,1,0,4.0,174,53,30,796,350.0,5004
18130,0,1,4.2,1459,53,21,49,800.0,5004
18131,1,0,3.8,71,53,62,225,200.0,2292
18132,0,1,3.8,53,53,4,729,1400.0,5004
18133,1,0,4.2,571,9,72,1388,500.0,5004
18134,1,1,4.1,99,53,21,667,1100.0,1955
18135,1,0,3.3,184,53,62,823,350.0,461
18136,0,0,3.9,96,53,20,515,650.0,5004
18137,1,0,4.2,403,84,29,1152,400.0,5004
18138,1,1,4.4,441,84,22,1311,1400.0,5004
18139,1,0,3.7,494,53,20,276,700.0,2705
18140,1,0,3.4,115,53,72,1331,300.0,3814
18141,0,1,3.7,88,53,20,650,800.0,5004
18142,1,0,4.1,49,53,29,1109,600.0,3974
18143,0,1,2.7,444,53,20,1152,900.0,5004
18144,1,0,4.2,3367,53,20,237,600.0,2439
18145,1,0,4.1,326,53,29,1192,300.0,3805
18146,1,0,2.8,132,17,29,920,450.0,2986
18147,1,0,4.5,236,53,62,1127,300.0,5004
18148,0,0,3.9,412,53,29,238,300.0,5004
18149,0,0,2.0,259,53,20,79,800.0,5004
18150,0,0,3.8,111,53,20,1192,600.0,5004
18151,1,0,3.9,115,9,20,1158,800.0,957
18152,1,0,3.3,802,9,62,104,400.0,5004
18153,1,0,4.0,244,53,62,1633,200.0,5004
18154,1,0,3.9,195,84,62,1192,300.0,5004
18155,0,0,3.8,36,53,21,79,1100.0,5004
18156,1,0,3.9,671,53,20,1602,450.0,2812
18157,1,0,3.4,422,53,62,1192,400.0,3555
18158,1,0,3.1,159,9,62,1205,450.0,4873
18159,1,0,3.9,907,84,29,1152,400.0,5004
18160,1,0,4.2,337,53,68,1639,200.0,2882
18161,0,0,3.4,131,53,72,855,500.0,5004
18162,0,0,4.1,123,53,62,1152,200.0,5004
18163,1,0,4.0,223,33,20,940,700.0,5004
18164,0,0,3.6,87,53,20,42,650.0,5004
18165,1,0,4.4,541,58,29,767,600.0,2071
18166,1,0,4.5,971,53,30,952,400.0,1961
18167,0,0,3.9,63,53,20,1142,1000.0,5004
18168,1,0,4.1,287,53,30,787,300.0,5004
18169,1,0,4.3,509,84,30,952,400.0,5004
18170,0,0,3.8,60,53,20,815,800.0,5004
18171,1,0,4.2,49,53,29,1461,600.0,4128
18172,1,0,4.1,74,53,29,1461,800.0,1430
18173,1,0,4.1,85,53,13,368,400.0,3646
18174,1,0,3.8,27,53,62,232,150.0,5004
18175,1,0,3.6,113,84,29,63,200.0,5004
18176,0,0,3.8,690,53,20,602,1000.0,5004
18177,0,1,2.6,62,53,21,1193,1000.0,5004
18178,0,0,2.1,342,53,62,280,500.0,5004
18179,1,0,3.5,47,53,62,1204,300.0,3563
18180,1,1,4.6,2906,53,22,1464,600.0,5004
18181,0,0,3.6,28,53,20,1192,600.0,5004
18182,0,0,2.3,203,53,20,1192,400.0,5004
18183,1,0,3.9,96,53,62,1186,500.0,1006
18184,1,0,4.0,183,9,66,780,550.0,549
18185,1,1,4.6,5894,53,56,719,1400.0,5004
18186,1,0,3.7,129,80,72,283,300.0,1107
18187,1,0,3.2,50,84,51,52,300.0,5004
18188,1,0,3.9,308,33,20,611,500.0,1298
18189,1,0,4.2,220,53,62,1152,300.0,1881
18190,0,0,3.8,78,53,62,1192,350.0,5004
18191,1,1,4.4,3004,53,5,1307,1300.0,4207
18192,1,0,4.1,221,80,45,1640,250.0,530
18193,1,0,3.9,536,53,62,320,450.0,5004
18194,1,0,3.4,250,9,62,201,400.0,4878
18195,1,0,3.7,83,53,20,305,600.0,1941
18196,1,0,3.6,66,53,62,1177,600.0,1178
18197,0,0,3.5,45,53,62,1171,400.0,5004
18198,1,0,3.9,772,53,20,1177,1000.0,1104
18199,1,1,4.1,341,9,20,101,600.0,5004
18200,1,1,4.6,592,84,20,0,1000.0,921
18201,1,0,3.9,632,53,62,1447,300.0,3748
18202,1,0,3.7,143,53,9,212,300.0,2871
18203,1,1,3.8,345,53,20,236,800.0,3499
18204,0,0,2.8,110,53,62,998,600.0,5004
18205,1,0,3.6,543,53,62,207,400.0,4470
18206,1,1,4.0,364,84,20,1049,700.0,1184
18207,1,0,4.1,932,84,20,1077,700.0,3225
18208,1,0,4.1,461,53,62,1447,400.0,2635
18209,1,1,4.1,1752,84,20,1013,1400.0,213
18210,1,1,4.5,751,84,17,9,900.0,4486
18211,1,0,4.0,741,84,20,623,750.0,2007
18212,1,1,4.0,914,53,20,44,750.0,4579
18213,1,0,3.8,314,77,62,1196,400.0,1851
18214,1,1,3.2,503,9,13,357,500.0,4972
18215,1,0,3.7,231,53,20,1587,500.0,5004
18216,1,0,4.0,284,53,20,234,750.0,332
18217,1,0,3.0,178,33,62,1543,200.0,3157
18218,1,1,3.9,231,53,20,1178,800.0,3313
18219,1,0,4.0,105,53,9,208,300.0,5004
18220,1,0,3.6,131,53,62,195,600.0,2858
18221,1,0,3.9,198,9,62,1176,300.0,4002
18222,1,1,3.2,271,9,60,721,1500.0,2307
18223,1,1,4.4,3113,53,21,1346,1500.0,2783
18224,1,0,4.1,671,53,62,1670,450.0,4940
18225,1,0,3.7,354,84,20,1177,700.0,5004
18226,1,0,4.1,426,53,20,1152,1000.0,1663
18227,1,0,3.6,83,33,62,864,350.0,5004
18228,1,0,4.0,136,53,20,1575,1000.0,322
18229,1,1,4.4,1184,53,60,1224,1200.0,5004
18230,1,0,3.8,198,9,62,83,300.0,2728
18231,1,0,3.8,62,84,29,37,600.0,5004
18232,1,0,4.1,50,53,62,1636,200.0,1937
18233,1,1,4.0,137,9,13,323,600.0,4072
18234,1,0,4.3,178,84,64,1336,400.0,2290
18235,1,0,4.0,728,53,20,937,800.0,4574
18236,1,0,3.8,76,33,62,556,250.0,1295
18237,1,0,3.8,121,53,72,1066,150.0,5004
18238,1,1,4.2,198,53,20,87,1000.0,712
18239,1,1,4.0,511,9,20,47,800.0,2177
18240,1,0,3.8,295,53,62,1455,350.0,5004
18241,1,0,3.9,81,53,62,1152,250.0,54
18242,1,0,2.7,135,53,20,275,550.0,5004
18243,1,0,3.9,1624,84,20,290,800.0,2528
18244,1,0,3.2,61,33,72,1470,400.0,3080
18245,1,0,3.7,853,84,20,49,650.0,5004
18246,1,0,4.2,264,9,62,1543,200.0,879
18247,1,0,3.6,82,9,62,815,400.0,2554
18248,1,0,2.8,67,53,13,506,300.0,2376
18249,0,0,2.4,58,53,20,1192,600.0,5004
18250,1,0,4.0,501,53,20,602,600.0,3649
18251,1,0,3.7,63,53,62,837,200.0,3228
18252,1,0,4.2,44,53,30,787,300.0,17
18253,1,1,4.3,1287,53,21,170,1100.0,3626
18254,0,0,4.0,395,53,20,48,500.0,5004
18255,1,0,3.7,210,53,41,1177,600.0,3623
18256,0,0,4.1,1143,9,62,1435,500.0,5004
18257,0,1,4.3,72,9,14,353,400.0,5004
18258,0,0,3.4,232,9,20,514,550.0,5004
18259,0,0,3.8,210,33,20,203,500.0,5004
18260,1,0,3.8,79,77,62,1268,400.0,5004
18261,0,0,2.6,142,9,20,1585,400.0,5004
18262,0,0,3.6,98,9,62,1192,450.0,5004
18263,0,0,3.7,61,33,72,1412,300.0,5004
18264,0,0,2.8,70,80,20,1516,650.0,5004
18265,0,0,2.4,229,9,20,1152,450.0,5004
18266,0,0,2.9,115,9,20,1192,800.0,5004
18267,0,0,4.1,707,9,13,385,600.0,5004
18268,1,0,3.1,142,53,20,1419,450.0,5004
18269,1,1,3.8,384,53,20,1588,800.0,5004
18270,1,0,2.8,1878,9,20,108,750.0,1314
18271,1,0,3.7,114,53,62,1205,400.0,2004
18272,1,0,2.6,104,53,43,1470,750.0,5004
18273,1,0,3.8,374,53,62,1406,300.0,2326
18274,1,0,3.0,148,9,20,56,600.0,5004
18275,1,0,3.7,198,53,20,73,650.0,5004
18276,1,1,3.8,585,53,20,1179,600.0,2841
18277,1,0,3.6,26,53,62,1192,250.0,4247
18278,1,0,3.9,56,53,20,607,800.0,4837
18279,1,0,4.1,48,53,62,1152,250.0,280
18280,1,0,4.0,472,9,20,1152,700.0,3640
18281,1,0,3.6,106,9,62,1585,250.0,3379
18282,1,0,3.6,82,53,62,1666,400.0,1388
18283,1,0,3.0,459,53,20,1352,500.0,2998
18284,1,0,3.6,56,25,13,372,1000.0,466
18285,1,0,3.6,92,9,62,1585,350.0,2016
18286,1,0,3.6,92,53,62,1350,700.0,990
18287,1,1,4.0,561,53,20,1192,900.0,5004
18288,1,0,3.8,232,53,62,195,300.0,5004
18289,1,0,4.1,685,53,62,1640,200.0,5004
18290,1,0,3.5,129,33,62,1543,400.0,1740
18291,1,0,3.7,205,53,62,1152,350.0,3528
18292,1,0,3.5,107,9,41,68,500.0,3414
18293,1,0,4.2,116,9,20,1548,800.0,2001
18294,1,0,3.8,219,10,20,607,500.0,4737
18295,1,1,4.0,157,53,20,1401,800.0,5004
18296,1,0,3.7,49,9,62,824,300.0,1477
18297,1,0,3.7,833,53,20,284,700.0,4355
18298,1,0,3.1,61,53,29,519,650.0,4738
18299,1,1,3.9,228,53,20,1409,750.0,5004
18300,1,0,3.8,35,53,62,1152,150.0,3909
